job_id,job_title,company_name,location,time_posted,num_applicants,description
4152631163,Senior Data Analyst,Glints Vietnam,"Ho Chi Minh City, Vietnam",1 week ago,,"About the Role:
In this role, you will play a crucial part in driving data-informed decisions across the organization. You will be responsible for collecting, cleaning, analyzing, and interpreting complex datasets to identify trends, patterns, and insights that will inform business strategy and improve performance. This individual will report directly to the Chief Revenue Officer.
Responsibilities
Data Collection and Preparation: Gather data from various sources (databases, APIs, web analytics, etc.), clean, transform, and prepare it for analysis.
Data Analysis and Interpretation: Conduct in-depth analysis using statistical methods and tools to identify trends, patterns, and correlations. Interpret findings and translate them into actionable insights.
Business Intelligence: Develop and maintain business intelligence dashboards and reports to track key performance indicators (KPIs) and provide insights into business performance.
Testing Framework: Develop and maintain a robust A/B testing framework, including best practices for experiment design, sample size calculation, and statistical analysis.
Collaboration and Communication: Partner with cross-functional teams (CRM, Growth Marketing, Digital Product) to understand their data needs, provide data-driven recommendations, and communicate findings effectively.
Data Visualization and Reporting: Create clear and compelling visualizations (dashboards, reports, presentations) to communicate data insights to both technical and non-technical audiences.
Data Quality Assurance: Implement and maintain data quality checks to ensure data accuracy and reliability.
Your skills and experience
Bachelor's degree in a quantitative field (e.g., Statistics, Mathematics, Computer Science, Economics) or equivalent experience.
Proficient in English
, excellent written and verbal communication
5+ years of experience as a Data Analyst, preferably in a fast-paced environment.
Strong proficiency in SQL and data manipulation techniques.
Experience with data visualization tools (e.g., Tableau, Power BI, Looker).
Expertise in statistical analysis and methodologies.
Excellent communication and presentation skills, with the ability to explain complex data insights to non-technical audiences.
Strong problem-solving and analytical skills.
Experience with cloud-based data warehousing solutions (e.g., Snowflake, BigQuery, Redshift) is a plus.
Experience with programming languages like Python or R is a plus.
Experience with A/B testing and experimental design is a plus."
4137804481,[HCM] Data Analyst (Senior),Ahamove,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",3 weeks ago,34 applicants,"Công việcỨng tuyểnGiới thiệu ứng viên
Job Description
Tool & Data optimization and maintenance: Ensure that sales tools and systems are functioning effectively and efficiently, continuously identifying areas for improvement.
Process automation: Develop, implement, and maintain automation solutions to streamline workflows and reduce manual tasks for the sales team.
Troubleshooting and support: Provide technical support for all sales tools, identifying and resolving issues quickly to minimize downtime.
Data analysis and reporting: Analyze tool performance data and generate reports to measure the effectiveness and suggest improvements.
Collaboration: Work closely with the sales, marketing, and IT teams to ensure smooth integration and functionality of tools across departments.
Training and user support: Help train the sales team and other stakeholders on the use of tools and technologies, ensuring proper usage and maximized efficiency.
Job requirement
Minimum 2-3 years of experience in sales operations, CRM systems, or technology management, preferably in a fast-paced environment.
Hands-on experience in implementing and optimizing automation tools for sales processes.
Familiarity with workflow automation tools.
Basic understanding of data analysis and reporting tools.
Strong problem-solving abilities with attention to detail.
Excellent communication skills for collaborating with various teams and providing support.
Ability to manage multiple projects and prioritize tasks in a dynamic environment.
Benefit
Social Insurance & PVI Health Insurance.
Annual health check at a reputable hospital.
Annual travel, team building, year-end party.
Annual Performance Bonus.
Excellent and competitive salary with 13th-month salary.
Startup environment, young, dynamic, work hard, play hard.
Working time: 5 days/week and flexible according to job positions.
Ứng tuyển ngay"
4159391609,Giám Sát Kho - Warehouse IC (Data Analyst),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,55 applicants,"Mô tả công việc
Đảm bảo / duy trì hoạt động kho hàng ổn định
Đảm bảo hàng hóa xuất nhập đúng số lượng, chủng loại, khu vực, đúng kế hoạch.
Hướng dẫn nhân viên tuân thủ các quy trình vận hành đã được phê duyệt của Ban Giám đốc.
Hàng hóa tồn đọng được kiểm kê một cách thường xuyên.
Phối hợp với các bộ phận khác để hoàn thành kế hoạch chỉ tiêu của Ban Giám đốc.
Kiểm soát và đề xuất các biện pháp giảm thiểu rủi ro thất thoát hàng hóa. 
Nơi làm việc: KCN Lê Minh Xuân 3, Huyện Bình Chánh, TP.HCM 
Thời gian làm việc: 18h30 - 3h sáng
Yêu cầu
Tốt nghiệp Cao đẳng trở lên
Có 1 năm kinh nghiệm Data Analyst. Xử lý data khối lượng lớn
Thành thạo Excel, SQL, Python, Automation
Hiểu biết về công việc kho vận
Ưu tiên ứng viên có kinh nghiệm lĩnh vực Logistic, Sản Xuất
Thận trọng, nguyên tắc, trung thực và có trách nhiệm.
₫10,000,000 - ₫20,000,000 a month
 CHẾ ĐỘ PHÚC LỢI:
Laptop
Chế độ bảo hiểm
Phụ cấp
Đồng phục
Chế độ thưởng
Chăm sóc sức khỏe
Đào tạo
Review lương
Công tác phí
Nghỉ phép năm
CLB thể thao"
4014545139,"Senior Business Intelligence Analyst (Marketing) - BI & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,92 applicants,"Job Description
Define, Track and Evaluate business metrics, democratize data by building and socializing decision tools (dashboard, reports)
Consult various of business stakeholders across Marketing Department (Livestream, Video, Affiliate) to track performance, conduct analysis, data models & provide data supports to help business owner make proper and informed decisions to drive overall business growth and efficiency
Lead the effort to communicate state of the business to stakeholders regularly with the purpose of enabling Shopee Vietnam team understand reasons behind the trends and provide insights to drive strategic decisions
Oversee overall functions business performance (users acquisition, retention & activeness; monetization performance, cost efficiency, growth opportunities...) to ensure KPIs achievement, take responsibilities in target settings and planning for the in-charged functions
Support various business functions with the development and maintenance various management reports
Requirements
At least 3+ years of experience in Business Intelligence or Data Analytics role with proven business impacts
Strong analytical thinking, problems solving, able to break complex and ambiguous problems into small and addressable pieces
Experience working with cross-functional teams to gather requirements and define the right metrics to describe the state of the business - both on a macro-level and a micro-level
Can-do attitude, Details-oriented, able to work effectively under high pressure and tight timeline
Ability to learn quickly and adapt with high velocity of changes
Excellence written and verbal communication skills in English and Vietnamese
Hard-skills required for Data Analytics:
Strong experience in SQL
Good knowledge/foundation in Python
Good knowledge in statistics
Previous data analytics experience in ecommerce or marketing is a big plus"
4030425072,"Senior Business Intelligence Analyst (FP&A) - BI & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,90 applicants,"Job Description
Collaborate closely with a diverse set of stakeholders in Business Development / Seller Management / MKT to provide deep-dive analysis & data insights that support the decision making process
Consult business stakeholders to propose the best suited efficiency levers/ budget plan for new initiatives
Leverage BI tools and data skills to build and promote the use of data products, including dashboards and reports, to empower stakeholders with actionable insights
Run and monitor performance of A/B testing projects to find the most efficient spending projects for each objective of the organization
Lead the efforts to identify new opportunities to maximize Shopee’s revenue streams and optimize cost levers.
Requirements
3+ years of experience with BI & analytics tools (SQL, Tableau, Power BI or similar technologies)
Can-do attitude to embrace new changes and challenges in order to solve challenging yet stimulating problems of the business
Strong experience in SQL to work with complex databases
Advanced Excel skill with knowledge in Power Query, Power Pivots
Excellent communication skills in English and Vietnamese to influence peers and strong relationships within BI BD and cross functionality
Experience in ETL tools
Knowledge in Accounting/Finance and business acumen
Knowing statistical programming language (Python, R) to manipulate and draw insights from large data set
Understanding of e-Commerce would be a plus"
4159391609,Giám Sát Kho - Warehouse IC (Data Analyst),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",6 days ago,55 applicants,"Mô tả công việc
Đảm bảo / duy trì hoạt động kho hàng ổn định
Đảm bảo hàng hóa xuất nhập đúng số lượng, chủng loại, khu vực, đúng kế hoạch.
Hướng dẫn nhân viên tuân thủ các quy trình vận hành đã được phê duyệt của Ban Giám đốc.
Hàng hóa tồn đọng được kiểm kê một cách thường xuyên.
Phối hợp với các bộ phận khác để hoàn thành kế hoạch chỉ tiêu của Ban Giám đốc.
Kiểm soát và đề xuất các biện pháp giảm thiểu rủi ro thất thoát hàng hóa. 
Nơi làm việc: KCN Lê Minh Xuân 3, Huyện Bình Chánh, TP.HCM 
Thời gian làm việc: 18h30 - 3h sáng
Yêu cầu
Tốt nghiệp Cao đẳng trở lên
Có 1 năm kinh nghiệm Data Analyst. Xử lý data khối lượng lớn
Thành thạo Excel, SQL, Python, Automation
Hiểu biết về công việc kho vận
Ưu tiên ứng viên có kinh nghiệm lĩnh vực Logistic, Sản Xuất
Thận trọng, nguyên tắc, trung thực và có trách nhiệm.
₫10,000,000 - ₫20,000,000 a month
 CHẾ ĐỘ PHÚC LỢI:
Laptop
Chế độ bảo hiểm
Phụ cấp
Đồng phục
Chế độ thưởng
Chăm sóc sức khỏe
Đào tạo
Review lương
Công tác phí
Nghỉ phép năm
CLB thể thao"
4151221635,"Analyst, Business Intelligence - HCM",Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 day ago,92 applicants,"Responsibilities
Insights: modeling & produce actionable data;
Thông tin chuyên sâu: lập mô hình và tạo ra dữ liệu hữu ích;
Descriptive stats: Measure operational efficiency & cost metrics and track SLAs adherence.
Số liệu thống kê mô tả: Đo lường hiệu quả hoạt động & số liệu chi phí cũng như theo dõi việc tuân thủ SLA.
Improve workflow;
Cải thiện quy trình làm việc;
Suggest and recommend changes in existing system and operating processes to improve productivity and stability of the service infrastructure;
Đề xuất và tham vấn các thay đổi trong hệ thống và quy trình vận hành hiện có để nâng cao năng suất và tính ổn định của cơ sở hạ tầng dịch vụ;
Requirements
Experience working as a data analytics professional;
Kinh nghiệm làm phân tích dữ liệu;
Technical skills: Excel, SQL, Data Visualization such as Tableau ,Powerbi, Looker, Python is a plus;
Kỹ năng kỹ thuật: Excel, SQL, Trực quan hóa dữ liệu như Tableau, Powerbi, Looker, Python là một điểm cộng;
Familiarity with cloud data tools is a plus.
Làm quen với các công cụ dữ liệu đám mây là một lợi thế.
Proficiency in using ChatGPT 
Sử dụng thành thạo chatgpt
Education / Qualifications: Bachelor degree
Học vấn/Trình độ chuyên môn: Cử nhân
Working address
: Office HCM - 307/21 Nguyễn Văn Trỗi, phường 1, Tân Bình, HCM
Salary And Benefits
Competitive income compared to the market
""Tet"" bonus , Performance review from 1 - 4 months
Paid social insurance based on full salary
12 days annual leave, 5 days sick leave (with full salary)
High-class AON Health Insurance for manager level.
Year End Party, annual Townhall Ceremony
Annual company trip
Attractive team-building activities, regular internal activities
Provide laptop for employees
Training And Developing
Participate in internal training courses: online/offline
Opportunities to promote to higher positions: Senior, Team Leader, Manager etc.
Work Environment & Colleagues
Senior leaders are open-minded, respectful and ready to facilitate personal growth
Young and dynamic working environment
Scope of work is large, the company has more than 6000 employees, the company has operations spreading to 63 provinces/cities throughout the country."
4160797135,"Data Analyst / Data Engineer (Python, Java, SQL)",unilegion,"Ho Chi Minh City, Vietnam",2 days ago,32 applicants,"Location: 
Ho Chi Minh City, Vietnam (Hybrid)
About Us:
We are a boutique firm specializing in providing class actions in Europe. Our collaborative team environment and innovative projects make us the ideal place for talented professionals looking to make a significant impact.
What We're Looking For:
We are seeking a Data Analyst / Data Engineer with a strong technical background and 
at least 5 years of experience
. The ideal candidate will be passionate about data-driven solutions and comfortable working in a dynamic, hybrid work setup.
Responsibilities:
Develop, optimize, and implement data-driven solutions using Python, Java, and SQL.
Build and maintain APIs and Document Management Systems (DMS) to ensure seamless data access and integration.
Extract, clean, and analyze the right data / large to provide actionable insights.
Collaborate with internal stakeholders to understand business needs and translate them into technical requirements.
Design, build, and maintain predictive models and data pipelines.
Present findings and recommendations to both technical and non-technical audiences.
Requirements:
Minimum 5 years of professional experience as a Data Analyst / Data Engineer.
Proficiency in Python, Java, and SQL.
Experience with building APIs and maintaining Document Management Systems (DMS).
Proven ability to identify, extract, and analyze the right data for impactful decision-making.
Strong analytical and problem-solving skills with experience in data modeling and visualization.
Experience working in an English-speaking environment - 
English is a Must
Excellent communication skills to collaborate effectively with diverse teams.
What We Offer:
Competitive compensation and benefits.
A hybrid work environment with flexible home office options upon agreement.
Opportunity to work on impactful projects in a boutique setting.
A supportive and collaborative work culture.
How to Apply:
If you're excited about leveraging your data expertise in a unique and dynamic environment, we’d love to hear from you! Please send your resume and a brief cover letter to 
n.hoang@unilegion.eu, 
applications via email will be prioritized
.
Join us and contribute to driving innovative solutions in our forward-thinking team!"
4154031595,Junior Data Engineer,Employment Hero,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,96 applicants,"Our mission and where you fit in
At Employment Hero, we're an ambitious bunch of people on a mission to make employment easier and more valuable for everyone.
Since our inception in 2014, we've had some pretty impressive growth (100% YoY), reached unicorn status in 2022, and now serve 400,000 businesses globally, with 3 million+ users on the platform. We have no plans to slow down.
There's never been a more exciting time to join one of the fastest-growing SaaS unicorns, so let's see if we could be a match!
In your role, you'll be focused on...
Join us on an exhilarating journey as we revolutionize our data-driven capabilities! We're seeking a passionate and innovative Data Engineer to be part of our rapidly growing team. This brand-new role offers an incredible opportunity to shape our data infrastructure and drive our success. From our trailblazing AI hiring tool to our fully automated payroll solution, every component of our Employment Operating System is carefully designed to disrupt the employment industry for the better, improving the lives of business owners and entrepreneurs everywhere.
Our world-class Product and Engineering teams delivered almost 1,000 new features last year. As one of our Data Engineers, you'll play a vital role in the continued acceleration of our product strategy.
You will design, develop, and maintain scalable data pipelines to ingest, transform, and deliver data to analytics platforms. You will work with various data sources, ensuring efficient and reliable data flow to support business needs
Collaboration is key in this role. You will work closely with data scientists, analysts, and system owners to understand data requirements and ensure timely access to accurate and well-structured data. Additionally, you will design data models that support analytical use cases and business insights
You will also be responsible for building and managing data warehouses, optimizing performance, stability, cost, and reliability. Ensuring data quality and consistency is critical—this includes implementing validation, cleaning processes, monitoring systems, and notifying source system owners when necessary
Lastly, you will apply and promote best practices for code maintainability and performance. Keeping documentation up to date and sharing technical knowledge across teams will be essential for maintaining efficiency and fostering collaboration
Requirements
You're the hero we're looking for if
At least 2 years of experience working as a Data Engineer
Proficiency in using either Python, Java or Scala for data processing (Python preferred)
Advanced understanding of SQL and analytical data warehouses
Strong data modelling skills
Hands-on experience building, troubleshooting, optimising and monitoring data pipelines
Hands-on experience with ETL tools such as Fivetran, Airflow, DBT
Experience with cloud platforms, such as AWS, Azure and GCP
Good English communication skills
Bonus Skills
DevOps practices and tools for the deployment and management of data infrastructure, like Infrastructure as Code (Terraform), Github Actions, Docker
AWS Cloud Certificate
Independent & proactive remote working experience
Benefits
The EH Way
The EH Way is how we describe our culture at Employment Hero and how we all operate. It is our DNA. You can read all about it on our careers page
In short, you'll love working with us if
Revolutionising employment gets your heart racing
You thrive on the flexibility (and responsibility) of a remote-first business
Our values align, and shape how you show up every day
You love the dynamic pace of a startup, are driven by innovation, and enjoy working with other smart people
But don't just take it from us, hear from your local heroes Thao Ta, Head of People and Culture & Hung Pham, Group Engineer Manager Life at Employment Hero | Vietnam
Plus, you'll get to enjoy a number of great perks, including 
A generous budget for your home office
Cutting-edge tools and technology
20 days Annual Leave, plus VN Public Holidays
$500 USD for your professional development plan
$500 USD for English learning courses
Premium Healthcare Insurance Program for you and your loved ones, plus full gross salary paid social insurance
Sports club funded by Employment Hero
Monthly get-together event in the office for team bonding and VND 80,000 budget for lunch for day-in-office
Reward and recognition programs - because great work should be recognised and rewarded
Employee Share Option Program - be an owner of Employment Hero
Annual Global Gathering - so far we've been to Thailand, Vietnam, Bali and are excited to meet in Dubai in 2025
Are we a match? 
Think we're the right match for you? Fantastic! Click 'Apply' and our talent team will reach out with the next steps.
At Employment Hero, we are committed to safeguarding the privacy of your application data. To understand how we do so, you can read our Applicant Privacy Policy here https//employmenthero.com/legals/applicant-policy/
Employment Hero celebrates diverse perspectives and experiences, we invite people of all backgrounds and identities to apply for this position."
4146528454,"Data Analyst/Data Engineer (Python, Java, SQL)",unilegion,"Ho Chi Minh City, Vietnam",2 weeks ago,30 applicants,"About Us:
We are a boutique firm specializing in providing class actions in Europe. Our collaborative team environment and innovative projects make us the ideal place for talented professionals looking to make a significant impact.
What We're Looking For:
We are seeking a Data Analyst/
Data Engineer
 with a strong technical background and at least 5 years of experience. The ideal candidate will be passionate about data-driven solutions and comfortable working in a dynamic, hybrid work setup.
Responsibilities:
Develop, optimize, and implement data-driven solutions using Python, Java, and SQL.
Build and maintain APIs and Document Management Systems (DMS) to ensure seamless data access and integration.
Extract, clean, and analyze the right data / large to provide actionable insights.
Collaborate with internal stakeholders to understand business needs and translate them into technical requirements.
Design, build, and maintain predictive models and data pipelines.
Present findings and recommendations to both technical and non-technical audiences.
Requirements:
Minimum 5 years of professional experience as a 
Data Analyst/Data Engineer
.
Proficiency in Python, Java, and SQL.
Experience with building APIs and maintaining Document Management Systems (DMS).
Proven ability to identify, extract, and analyze the right data for impactful decision-making.
Strong analytical and problem-solving skills with experience in data modeling and visualization.
Experience working in an English-speaking environment - 
English is a Must.
Excellent communication skills to collaborate effectively with diverse teams.
What We Offer:
Competitive compensation and benefits.
A hybrid work environment with flexible home office options upon agreement.
Opportunity to work on impactful projects in a boutique setting.
A supportive and collaborative work culture.
How to Apply:
 
Please submit your resume directly to 
n.hoang@unilegion.eu
; LinkedIn applications will 
NOT 
be considered.
If you're excited about leveraging your data expertise in a unique and dynamic environment, we’d love to hear from you!"
4108790942,Senior Data Analyst,Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2 months ago,47 applicants,"We are seeking a dedicated and curious (Senior) Data Analyst to join our dynamic team. You will play a crucial role in analyzing and interpreting data to inform business decisions, contributing directly to our operational excellence and product development.
Responsibilities
Assist in the development and maintenance of reports, dashboards, and analytical tools to support business decision-making
Conduct in-depth data analyses, focusing on practical problems that drive business improvement
Support the maintenance and innovation of our analyst infrastructure, including code bases and business intelligence tools
Work collaboratively with various departments to enhance workflows and organizational efficiency
Participate in talent acquisition and management efforts to strengthen our analytics team
Requirements
A proactive individual who is exceptional in asking the right questions that lead to actionable business insights
Strong skills in conducting thorough analyses, whether through data analysis, market research, or effective cross-team communication
Proficiency in SQL and Python for data querying and manipulation
An aptitude for critically evaluating data outcomes, uncovering key insights, and challenging assumptions
A keen interest and proven ability to leverage new technologies to enhance work quality and productivity
A proven track record in banking, fintech, or retail business intelligence teams is highly advantageous
What We Offer
Join our team and enjoy:
Competitive compensation package, including 13th-month salary and performance bonuses
Comprehensive health care coverage for you and your dependents
Generous leave policies, including annual leave, sick leave, and flexible work hours
Convenient central district 1 office location, next to a future metro station
Onsite lunch with multiple options, including vegetarian
Grab for work allowance and fully equipped workstations
Fun and engaging team building activities, sponsored sports clubs, and happy hour every Thursday
Unlimited free coffee, tea, snacks, and fruit to keep you energized
An opportunity to make a social impact by helping to democratize credit access in emerging markets
About Us
Trusting Social is an AI Fintech company specialized in assessing credit profiles of consumers in emerging markets combining pioneering AI with large alternative data sources. In 2020 we reached our ambitious milestone of credit profiling 1bn consumers spanning 4 countries - Vietnam, Indonesia, India & the Philippines - and building a platform for the wider industry and the financial services industry in particular to provide the 'un & under' served access to credit. At the core of this initiative has been our strict and unwavering adherence to the norms of consumer data privacy and consumer data rights.
But we're not satisfied as we embark on the next leg of our journey to deliver 100 million credit lines to consumers in the markets where we operate. Although this goal is ambitious, we truly believe that by harnessing the power of AI & Big Data we can deliver financial access at unprecedented scale.
As a firm, we're audacious problem solvers motivated by our impact on society. We deeply espouse the values of ownership - of our actions and initiatives, integrity in all we do and agility in execution.
We place great importance on doing what is right, what is best and what is innovative. If you are smart, driven and want to make a difference in the world with the most advanced and fascinating technology, then we would like to meet you.... Here is a great opportunity for you to be a part of a rock star team!
Additional Info
Learn more about us here:
https://www.youtube.com/watch?v=inAEDGvOcL8&t=29s"
4016411713,"Senior Business Intelligence Analyst (Business Development) - BI & Planning, Shopee",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1 week ago,72 applicants,"Job Description
Business Partnership: Proactively engage with internal business teams to understand their data requirements and translate business questions into analytical solutions.
Advanced Analytics: Conduct in-depth data analysis to identify trends, patterns, and opportunities. Develop and implement advanced analytical models to address complex business challenges.
Insight Generation: Deliver actionable insights to business leaders, including Cluster Heads and BI Heads, through clear and effective communication.
Project Management: Own end-to-end data projects, from defining the scope to delivering results. Build frameworks and trackers to monitor project progress and ensure timely delivery.
Stakeholder Management: Build strong relationships with stakeholders across the organization. Effectively communicate complex data findings to both technical and non-technical audiences.
Data Solution Development: Design, implement, and maintain a self-service data platform that enables ad-hoc access to large datasets, empowering business users to conduct their own analyses.
Continuous Improvement: Proactively identify opportunities to improve data quality, efficiency, and effectiveness. Stay up-to-date with the latest data technologies and trends.
Requirements
At least 3 years+ of working experience in Data Analyst, Business Intelligence, Consumer Market Insight or market research, preferably at tech companies.
A curious mindset with a passion for data and problem-solving.
Strong analytical skills with a proven ability to translate data into actionable insights.
Strong business acumen with a desire to understand the eCommerce industry.
Proficiency in SQL.
Experience with data modeling and analytical frameworks.
Experience in Python and other similar languages & tools
Prior experience with database and model design and segmentation techniques"
4161244199,[HCM] (Senior) Data Analyst,Ahamove,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",5 days ago,35 applicants,"Công việcỨng tuyểnGiới thiệu ứng viên
Job Description
As a Data Analyst, you will:
 Support multiple departments(operation, sales, finance, marketing, product...) to carry out key deliverables and achieve business objectives.
Have the ability to consult stakeholders for decision making by using the right data.
Establish market/trend research and reports to business and product recommendations.
Work closely with the data engineers, data scientists to provide ideas/solutions/business aspects.
Be a guide of our various data sources (transaction data, in-app events, external data...), data warehouse/database; data model for ETL flow, provide data catalogs.
Use up-to-date data tech stack: ○ Database/Data Warehouse: Postgres, Bigquery ○ Data Visualization Tools: Metabase, Tableau... ○ ETL, ELT, Scheduling Tools: DBT, Integromat, Airbyte, Airflow ○ Big Data Framework: PySpark, SparkSQL ○ Cloud: GCP
Job requirement
Bachelor’s degree in Economics, Logistics, Business Administration or equivalent knowledge
At least 3 years of experience as Data Analyst or equivalent roles
Proficiency in SQL is a must; knowledge of programming languages such as Python is a plus
Proficiency in using data visualization tools such as Metabase, Tableau, Power BI...
Self-learner and quick to adopt new knowledge and technical skills
Ability to analyze large/complex datasets and good data visualization & storytelling
Strong verbal and written communication skills
Why you'll love working here
At Ahamove, we are always driven by data and recognize it as a fuel for innovation. We collect, analyze and integrate data into every corner of the enterprise.
The data team is the backbone of our company. Just like the “on-demand delivery” segment, our data team provides ""on-demand technologies"" to serve our fast-changing business needs and evolving market. Our data team has the power to try many up-to-date solutions, tools and technologies such as Cloud Services, Big Data Distributed System, Machine Learning Model...
Currently, we have created different data positions to solve a variety of problems which are fun, challenging and meaningful. We welcome young talents with fresh minds to join us on our way to become a 5-star company.
Benefit
Grab/Be for work: 1M/month
Laptop & PVI insurance
Working 5 days/week (Mon - Fri)
Competitive salaries and benefits according to experience and education level
And more
Ứng tuyển ngay"
4081203723,Associate Team Lead – Data Analytics,MoMo (M_Service),"Ho Chi Minh City, Ho Chi Minh City, Vietnam",3 months ago,,"MoMo is a FinTech startup that offers a mobile, electronic wallet and payment application for iOS and Android devices. Its products help customers in Vietnam make nationwide cash transfers, pay more than 100 types of bills, recharge mobile phone accounts, settle personal loans, and purchase services such as software licenses, cinema tickets, etc.
CDO (Central Data Office) is a dynamic, 40+ member division responsible for key areas such as Data Analytics, Data Strategy, Data Governance, and Compliance. CDO’s mission is to drive the acquisition, management, and optimization of data as one of MoMo’s most valuable assets. The department provides actionable, data-driven insights to support decision-making across the organization, empowering MoMo’s business leaders with strategic insights needed to expand into new markets sustainably and at scale.
What you will do
Role
The Data Analytics Team Lead will play a crucial role in the Data Analytics team, enhancing analytics and visualization efforts that support MoMo’s data-driven decision-making. This candidate should enjoy managing high volumes of commercial and operational data and be adept at delivering analyses and insights that shape strategic business outcomes. They will help supervise a team of Data Analysts and Trainees, and have the opportunity to directly influence the products and development of the company – their conclusions will have a wide-ranging impact on the commercial decisions of the business. The main tasks include, but are not limited to:
Building, developing, and maintaining automated dashboards to monitor performance metrics
Monitoring data quality to ensure data sources are reliable and relevant for the team’s purposes
Analyzing complex data to drive insightful findings and translating them into meaningful, actionable recommendations for our stakeholders
Motivating, mentoring, and supervising team members, facilitating high performance
Designing and implementing solutions and best-practices, with automation and scalability in mind, to empower end-users to become self-reliant
Collaborating with internal team to consolidate requirements, understand business needs, and deliver projects in a timely manner
Ad-hoc Reporting & Data Analysis duties or other responsibilities as required
Types of projects include: customer segmentation; analyses to enhance user acquisition, engagement, conversion, retention; reporting standardization; gamification; A/B testing & experimentation analysis for product development and optimization
What you will need
Minimum Qualifications
University degree (BA, BSc, etc.) in a quantitative discipline such as Statistics, Computer Science, Mathematics, Information Management; or
University degree with quantitative/statistics coursework such as Business, Economics, Marketing, or relevant fields
5+ years’ experience in Data Analytics or Business Intelligence
Critical
Key Skills/Experience Required
Excellent analytical skills and problem-solving aptitude
Ability to collect, organize, and analyze significant amounts of data with high attention to detail
Ability to visualize findings, create meaningful insights, and arrive at actionable recommendations
Strong spoken and written communication skills (in both English and Vietnamese) to collaborate with team members and to explain findings clearly to internal team as well as stakeholders
Experience writing complex queries in SQL or other SQL-based languages
Strong leadership and project-management skills: defining clear team goals, delegating tasks, setting deadlines, planning and managing numerous processes, people, and projects simultaneously 
Work proactively with key business partners to closely monitor risks and opportunities and identify improvement opportunities
Foster strong relationships with business units by establishing a culture of support and shared accountability within the team
Sense of ownership, a growth mindset, and the ability to recommend solutions which are scalable
Self-learner and quick to adopt new knowledge and technical skills
Desirable
Experience with BI/analytics/statistics tools and languages (Google BigQuery, Data Studio, R, Python, etc.)
Solid technical/functional knowledge in statistics
Prior supervisory/team lead experience is a plus"
4137802757,[HCM] Analyst Specialist,Ahamove,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",3 weeks ago,81 applicants,"Công việcỨng tuyểnGiới thiệu ứng viên
Job Description
Operational Cost Management:
Analyze and track operational costs in detail and comprehensively.
Identify opportunities to reduce costs and optimize operational efficiency.
Develop and implement effective cost management strategies.
Report operational costs periodically to management.
Data Analytics
Develop, manage business intelligence solutions and provide data reports to improve truck service operation and processes.
Evaluate and define business metrics, democrats data by building and socialising decision tools (dashboard, reports).
Prepare business cases or calculations for key initiatives.
Stakeholder Management
Collaborate with stakeholders for the purpose of collecting data and execute company’s target.
Identify the development needs of data analytics and reporting for stakeholders for the purpose of improving operations of the organization for efficiency and profitability.
Consult business stakeholders to run analysis that lead to actionable Insights to growth the business.
Lead the effort to communicate state of the business to stakeholders regularly with the purpose of enabling Truck team understand reasons behind the trends and provide insight to drive strategic decisions.
Job requirement
Education
Bachelor's degree in Business Administration, Economics, Computer Science, or a related field.
Experience
1-2 years of experience in data analysis, marketing, or operations.
Experience with gamification systems and the ability to develop systems.
Experience using data analysis tools such as Google Sheet, and Metabase.
Experience with PostgreSQL is an advantage.
Skills
Strong data analysis skills and logical thinking.
Creative thinking and ideation skills.
Ability to work independently and as part of a team.
Qualities
Eager to learn, creative, and has a growth mindset.
Hardworking, meticulous, and has a strong sense of responsibility.
Adaptable and able to work flexibly in a dynamic environment.
Benefit
Social Insurance & PVI Health Insurance.
Annual health check at a reputable hospital.
Annual travel, team building, year-end party.
Annual Performance Bonus.
Excellent and competitive salary with 13th-month salary.
Startup environment, young, dynamic, work hard, play hard.
Working time: 5 days/week and flexible according to job positions.
Ứng tuyển ngay"
